"age_grp";"race";"month_from_start";"rr";"Model";"Standard Error";"Flag";"APC";"Joinpoints";"Final Selected Model"
all_ages;hisp;27;0.750516762;0.809061223;0.005651977;NA;6.552733253*;5;5
all_ages;hisp;28;1.028661575;0.862076847;0.006430115;NA;6.552733253*;5;5
all_ages;hisp;29;0.869377658;0.918566443;0.006043508;NA;6.552733253*;5;5
all_ages;hisp;30;0.869214910;0.978757652;0.006325609;NA;6.552733253*;5;5
all_ages;hisp;31;1.074359849;1.042893030;0.006863026;Joinpoint 2;NA;5;5
all_ages;hisp;32;0.958746204;0.933870022;0.006385034;NA;-10.453901255;5;5
all_ages;hisp;33;0.811903380;0.836244172;0.005965441;NA;-10.453901255;5;5
all_ages;hisp;34;0.766223980;0.748824032;0.005577542;Joinpoint 3;NA;5;5
all_ages;hisp;35;0.837054689;0.851713279;0.005604510;NA;13.740110067*;5;5
all_ages;hisp;36;0.967952875;0.968739621;0.005585378;NA;13.740110067*;5;5
all_ages;hisp;37;1.107422181;1.101845511;0.006036601;Joinpoint 4;NA;5;5
all_ages;hisp;38;0.978928077;0.971180142;0.006401343;NA;-11.858774014;5;5
all_ages;hisp;39;0.837359928;0.856010083;0.005889361;NA;-11.858774014;5;5
all_ages;hisp;40;0.779919577;0.754497782;0.005775627;Joinpoint 5;NA;5;5
all_ages;hisp;41;0.760604653;0.762865903;0.005648648;NA;1.109098183;5;5
all_ages;hisp;42;0.746232459;0.771326835;0.005706115;NA;1.109098183;5;5
all_ages;hisp;43;0.751552185;0.779881607;0.005602230;NA;1.109098183;5;5
all_ages;hisp;44;0.835356586;0.788531260;0.005521105;NA;1.109098183;5;5
all_ages;hisp;45;0.831837673;0.797276846;0.005408649;NA;1.109098183;5;5
all_ages;hisp;46;0.773813611;0.806119429;0.005298675;NA;1.109098183;5;5
all_ages;hisp;47;0.780833794;0.815060085;0.005515059;NA;1.109098183;5;5
all_ages;hisp;48;0.776425420;0.824099901;0.005338733;NA;1.109098183;5;5
all_ages;hisp;49;0.885921348;0.833239978;0.005440994;NA;1.109098183;5;5
all_ages;hisp;50;0.840774664;0.842481428;0.005916245;NA;1.109098183;5;5
all_ages;multirace;1;0.440922691;0.444352619;0.013751609;NA;0.120370147*;0;0
all_ages;multirace;2;0.448107766;0.444887486;0.015146159;NA;0.120370147*;0;0
all_ages;multirace;3;0.479630311;0.445422998;0.015352138;NA;0.120370147*;0;0
all_ages;multirace;4;0.419006103;0.445959154;0.014512993;NA;0.120370147*;0;0
